,Rating,Roaster,Roaster Location,Roast,Name,Coffee Origin,Aroma,Body,Flavor,Acidity/Structure,Aftertaste,Agtron,Agtron scale,euro,euro/gr,Review Date,lat,lon,display_name
201,94.0,Bird Rock Coffee Roasters,"San Diego, California",Medium-Light,Ethiopia Neja Fadil,"Guji Zone, Oromia Region, southern Ethiopia",9.0,9.0,9.0,8.0,9.0,58.0,78.0,17.0,0.04936120789779327,March 2021,25.0375198,121.5636796,"臺北市, 臺灣"
203,91.0,RanGuo Coffee,"Taipei, Taiwan",Medium-Light,Ethiopia Guji Hambela G1 Natural,"Guji Zone, Oromia region, southern Ethiopia",8.0,8.0,9.0,8.0,8.0,58.0,74.0,12.0,0.05286343612334802,March 2021,37.2769484,-107.8766,"Durango, La Plata County, Colorado, United States"
204,94.0,SkyTop Coffee,"Manlius, New York",Medium-Light,Peru Buena Vista Valerio Almanza Ccahua,"Cusco, Peru",9.0,9.0,9.0,9.0,8.0,60.0,78.0,22.95,0.09995644599303136,March 2021,25.0375198,121.5636796,"臺北市, 臺灣"
205,92.0,San Francisco Bay Coffee,"Lincoln, California",Medium-Light,Private Reserve Ethiopia Barrel-Aged,"Yirgacheffe growing region, southern Ethiopia",9.0,8.0,9.0,8.0,8.0,52.0,70.0,11.0415,0.038472125435540065,March 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
206,91.0,San Francisco Bay Coffee,"Lincoln, California",Medium,Private Reserve Costa Rica Naranjo,"Naranjo, West Valley, Costa Rica",8.0,8.0,9.0,8.0,8.0,51.0,69.0,11.0415,0.03497465948685461,March 2021,40.6526006,-73.9497211,"Brooklyn, Kings County, City of New York, New York, United States"
207,90.0,San Francisco Bay Coffee,"Lincoln, California",Medium,Private Reserve Guatemala Medina Estate,"Antigua, Guatemala",8.0,8.0,9.0,8.0,7.0,50.0,66.0,11.0415,0.03497465948685461,March 2021,40.6526006,-73.9497211,"Brooklyn, Kings County, City of New York, New York, United States"
208,94.0,Old World Coffee Lab,"Reno, Nevada",Medium-Light,Panama Finca Santa Teresa Lot 9,"Volcan growing region, western Panama",9.0,9.0,9.0,9.0,8.0,60.0,78.0,17.0,0.04936120789779327,March 2021,24.7519538,121.7533344,"宜蘭市, 宜蘭縣, 臺灣"
209,92.0,RamsHead Coffee Roasters,"Bozeman, Montana",Medium-Light,Honduro-Spro,"San José, La Paz Department, Honduras",8.0,9.0,8.0,,8.0,56.0,74.0,13.5575,0.03936556329849013,March 2021,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
210,94.0,Small Eyes Cafe,"Yilan, Taiwan",Medium-Light,Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,"Cobán growing region, central Guatemala",9.0,9.0,9.0,9.0,8.0,58.0,78.0,9.6,0.048,March 2021,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
211,94.0,Old World Coffee Lab,"Reno, Nevada",Medium-Light,Ethiopia Halo Hartume Daniel Mijane,"Yirgacheffe growing region, southern Ethiopia",9.0,9.0,9.0,9.0,8.0,58.0,78.0,16.15,0.0468931475029036,March 2021,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
212,92.0,RamsHead Coffee Roasters,"Bozeman, Montana",Medium-Light,Costa Rica La Pastora Honey,"Tarrazu, Costa Rica",9.0,8.0,9.0,8.0,8.0,60.0,76.0,14.407499999999999,0.04183362369337979,March 2021,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
213,96.0,SOT Coffee Roaster,"Osaka, Japan",Light,Colombia Cauca El Paraiso,"Cauca, Colombia",9.0,9.0,10.0,9.0,9.0,85.0,105.0,0.0077,7.7e-05,March 2021,53.2816669,-109.98633870788717,"City of Lloydminster, Division No. 17, Saskatchewan, Canada"
214,94.0,SOT Coffee Roaster,"Osaka, Japan",Light,Taiwan Songyue Geisha,"Yunlin, Taiwan",9.0,9.0,9.0,9.0,8.0,79.0,92.0,0.0154,0.000308,March 2021,37.8708393,-122.272863,"Berkeley, Alameda County, California, United States"
218,93.0,Wonderstate Coffee,"Viroqua, Wisconsin",Light,Project Congo Muungano,"South Kivu, Democratic Republic of the Congo",9.0,9.0,9.0,8.0,8.0,64.0,80.0,16.15,0.0468931475029036,March 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
219,92.0,Thanksgiving Coffee Company,"Mendocino, California",Medium,Humanitarian Grounds,Nicaragua; Guatemala; Ethiopia,9.0,8.0,9.0,8.0,8.0,50.0,66.0,12.75,0.03702090592334495,March 2021,25.072134249999998,121.67991896754117,"保長國小, 553, 大同路三段, 保安里, 汐止區, 新北市, 22173, 臺灣"
221,91.0,Tony's Coffee,"Bellingham, Washington",Light,Look for the Helpers,Ethiopia; Central America,8.0,9.0,8.0,8.0,8.0,5252.0,70.0,11.049999999999999,0.03208478513356562,March 2021,24.8066333,120.9686833,"新竹市, 臺灣"
222,92.0,Sip of Hope Community Coffee Roasters,"Chicago, Illinois",Medium-Light,Nicaragua Women Producers,"La Fundadora, Jinotega, Nicaragua",9.0,8.0,9.0,8.0,8.0,54.0,72.0,15.299999999999999,0.04442508710801394,March 2021,36.9157056,-80.3876889,"Floyd County, Virginia, United States"
223,92.0,Magnolia Coffee,"Charlotte, North Carolina",Medium-Light,Josh Daniels Grateful Blend,Papua New Guinea; Colombia,9.0,8.0,9.0,8.0,8.0,54.0,74.0,12.75,0.03702090592334495,March 2021,43.646067,-108.212043,"Thermopolis, Hot Springs County, Wyoming, 82443, United States"
224,92.0,1951 Coffee Company,"Berkeley, California",Medium-Light,Ethiopia Quantit,"Sidama (also Sidamo) growing region, southern Ethiopia",9.0,8.0,9.0,8.0,8.0,54.0,70.0,17.425,0.0505952380952381,March 2021,36.9157056,-80.3876889,"Floyd County, Virginia, United States"
225,92.0,Dávila Kafe,"Washington, D.C.",Medium-Light,#She_Builds,Haiti; Ethiopia,9.0,8.0,9.0,8.0,8.0,58.0,74.0,15.299999999999999,0.04442508710801394,March 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
228,93.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,Monte Alban Mexico,"Yautepec/Miahuatlan, Oaxaca State, Mexico",9.0,8.0,9.0,9.0,8.0,58.0,78.0,16.15,0.0468931475029036,March 2021,45.5202471,-122.674194,"Portland, Multnomah County, Oregon, United States"
229,93.0,Mi's Cafe,"Kaohsiung City, Taiwan",Medium-Light,Kimi Blend,Ethiopia; Colombia; Nicaragua,9.0,8.0,9.0,9.0,8.0,58.0,76.0,9.0,0.03919860627177701,March 2021,25.0375198,121.5636796,"臺北市, 臺灣"
230,93.0,Euphora Coffee,"Taipei, Taiwan",Medium-Light,Guatemala Las Victorias Euphora Special Lot,"Fraijanes Plateau, Guatemala",9.0,9.0,9.0,8.0,8.0,60.0,80.0,8.5,0.03702090592334495,March 2021,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
231,94.0,Durango Coffee Company,"Durango, Colorado",Medium-Light,Kenya Kirinyaga Baragwi Karumandi AA,South-central Kenya,9.0,9.0,9.0,9.0,8.0,54.0,74.0,14.407499999999999,0.04183362369337979,March 2021,40.7215682,-74.047455,"Jersey City, Hudson County, New Jersey, United States"
233,95.0,Coffee Please,"Taipei, Taiwan",Medium-Light,Ethiopia Sidamo Washed,"Sidama (also Sidamo) growing region, southern Ethiopia",9.0,9.0,9.0,9.0,9.0,58.0,78.0,11.16,0.049162995594713654,March 2021,22.2793278,114.1628131,"香港島 Hong Kong Island, 香港 Hong Kong, 中国"
234,93.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,San Antonio Guatemala,"San Cristobal Cucho, San Marcos Department, Guatemala",9.0,8.0,9.0,9.0,8.0,56.0,72.0,17.0,0.04936120789779327,March 2021,30.2711286,-97.7436995,"Austin, Travis County, Texas, United States"
235,93.0,Durango Coffee Company,"Durango, Colorado",Medium-Light,La Esperanza Colombia Estate,"Valle de Cauca, Colombia",9.0,9.0,9.0,8.0,8.0,54.0,70.0,16.107499999999998,0.04676974448315911,March 2021,40.7215682,-74.047455,"Jersey City, Hudson County, New Jersey, United States"
237,95.0,Coffee Please,"Taipei, Taiwan",Medium-Light,Ethiopia Guji Uraga Washed,"Guji Zone, southern Ethiopia",9.0,9.0,9.0,9.0,9.0,60.0,78.0,7.56,0.03330396475770925,March 2021,45.6794293,-111.044047,"Bozeman, Gallatin County, Montana, United States"
238,93.0,Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,Thailand Pink Valley Natural,"Chiang Rai Province, Thailand",9.0,8.0,9.0,9.0,8.0,60.0,80.0,21.2075,0.0615781068524971,March 2021,43.074761,-89.3837613,"Madison, Dane County, Wisconsin, United States"
239,93.0,Cafe Grumpy,"Brooklyn, New York",Medium-Light,El Salvador La Guachocha,"Canton Lomas de San Marcelino, Coatepeque, Santa Ana, El Salvador",9.0,9.0,9.0,8.0,8.0,56.0,74.0,20.4,0.059233449477351915,March 2021,14.808794899999999,-88.78658414564195,"Santa Rosa de Copán, Copán, 41101, Honduras"
240,93.0,Cafe Grumpy,"Brooklyn, New York",Medium-Light,El Salvador Malacara B Orange,"antón Montañita, Volcán Santa Ana, El Salvador",9.0,8.0,9.0,9.0,8.0,56.0,73.0,20.4,0.059233449477351915,March 2021,25.0375198,121.5636796,"臺北市, 臺灣"
241,96.0,GK Coffee,"Yilan, Taiwan",Medium,Indonesia Golden Sumatra TP Espresso,"Aceh Province, Sumatra, Indonesia",9.0,9.0,10.0,,9.0,44.0,62.0,13.5,0.0675,March 2021,25.0375198,121.5636796,"臺北市, 臺灣"
242,95.0,Temple Coffee Roasters,"Sacramento, California",Medium-Light,Kenya Gachatha,South-central Kenya,9.0,9.0,9.0,9.0,9.0,54.0,72.0,19.125,0.05553135888501742,February 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
243,94.0,Temple Coffee Roasters,"Sacramento, California",Medium-Light,Ethiopia Suke Quto Single-Origin Espresso,"Guji Zone, Oromia Region, south-central Ethiopia",9.0,9.0,9.0,,8.0,52.0,72.0,16.15,0.0468931475029036,February 2021,39.049011,-95.677556,"Topeka, Shawnee County, Kansas, United States"
244,94.0,Temple Coffee Roasters,"Sacramento, California",Medium-Light,Ethiopia Gera Limu,"Oromia growing region, southern Ethiopia",9.0,9.0,9.0,9.0,8.0,58.0,80.0,16.15,0.0468931475029036,February 2021,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
245,93.0,Temple Coffee Roasters,"Sacramento, California",Medium,Peru Tambopata,"Puno, Sandia Valley, Peru",9.0,9.0,9.0,8.0,8.0,52.0,68.0,16.15,0.0468931475029036,February 2021,19.557849,-155.105667,"Mountain View, Mountain View CDP, Hawaiʻi County, Hawaii, 96771, United States"
246,94.0,Prairie Lily Coffee,"Lloydminster, Saskatchewan, Canada",Medium-Light,Panama Pacamara Natural,"Volcan growing region, western Panama",9.0,9.0,9.0,9.0,8.0,52.0,70.0,5.5,0.0275,February 2021,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
248,93.0,Souvenir Coffee,"Berkeley, California",Medium-Light,Costa Rica Cloza Estate,"Alajuela, Costa Rica",9.0,9.0,9.0,8.0,8.0,58.0,80.0,16.15,0.0468931475029036,February 2021,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
249,94.0,Paradise Roasters,"Minneapolis, Minnesota",Light,Ka’u Pink Honey,"Ka'u District, Big Island of Hawai’i",9.0,9.0,9.0,9.0,8.0,64.0,84.0,21.2075,0.18473432055749128,February 2021,26.96093665,-80.08920503427859,"Tequesta, Palm Beach County, Florida, United States"
250,94.0,Paradise Roasters,"Minneapolis, Minnesota",Light,Kona Maragogype Pink Honey,"Kainaliu, Kona District, Big Island of Hawai’i",9.0,9.0,9.0,9.0,8.0,64.0,86.0,25.4575,0.22175522648083623,February 2021,19.557849,-155.105667,"Mountain View, Mountain View CDP, Hawaiʻi County, Hawaii, 96771, United States"
251,95.0,RD Cafe,"Hsinchu, Taiwan",Medium-Light,RD1 Espresso Blend,Guatemala; Ethiopia; Brazil; Indonesia,9.0,9.0,9.0,,9.0,54.0,72.0,9.0,0.03919860627177701,February 2021,24.177254599999998,120.97919633253537,"博愛國小, 東關路一段, 博愛里, 和平區, 臺中市, 42444, 臺灣"
252,93.0,Paradise Roasters,"Minneapolis, Minnesota",Light,Ecuador La Hormiga “Naty”,"Chito, Zamora Chinchipe, Ecuador",9.0,9.0,9.0,8.0,8.0,547.0,74.0,19.5075,0.056641986062717774,February 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
253,95.0,MoonMoon Coffee,"New Taipei City, Taiwan",Medium-Light,Bull Espresso Blend,Guatemala; Brazil; Kenya,9.0,9.0,9.0,,9.0,56.0,76.0,13.5,0.02973568281938326,February 2021,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
254,93.0,Paradise Roasters,"Minneapolis, Minnesota",Light,Guatemala Coffea Diversa Geisha Queen Honey,"Suchitan, Guatemala",9.0,8.0,9.0,9.0,8.0,62.0,80.0,21.2075,0.18473432055749128,February 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
255,95.0,RD Cafe,"Hsinchu, Taiwan",Medium-Light,Ethiopia Yirgacheffe Gotiti Natural,"Yirgacheffe growing region, southern Ethiopia",9.0,9.0,9.0,9.0,9.0,58.0,80.0,11.4,0.04965156794425087,February 2021,24.9929995,121.3010003,"桃園市, 臺灣"
256,95.0,Red Rooster Coffee Roaster,"Floyd, Virginia",Light,Ethiopia Demeka Becha,"Sidama growing region, southern Ethiopia",9.0,9.0,9.0,9.0,9.0,64.0,82.0,18.691499999999998,0.05427264808362369,February 2021,23.474323,120.4500678,"台灣中油文化路站, 11, 文化路, 文化里, 西區, 嘉義市, 600, 臺灣"
258,92.0,Jackrabbit Java,"Thermopolis, Wyoming",Medium-Light,Rwanda Triple-Washed,"Nyamasheke District, Rwanda",9.0,8.0,9.0,8.0,8.0,58.0,76.0,17.0,0.04936120789779327,February 2021,43.5569174,-90.8887413,"Viroqua, Vernon County, Wisconsin, 54665, United States"
259,96.0,Red Rooster Coffee Roaster,"Floyd, Virginia",Light,Trust the Process — Full Natural,"Los Naranjos, La Argentina, Huila Department, Colombia",9.0,9.0,10.0,9.0,9.0,64.0,84.0,16.141499999999997,0.07030270034843204,February 2021,22.2793278,114.1628131,"香港島 Hong Kong Island, 香港 Hong Kong, 中国"
260,95.0,Paradise Roasters,"Minneapolis, Minnesota",Light,Colombia Finca El Caucho Pink Bourbon,"Huila, Colombia",9.0,9.0,9.0,9.0,9.0,62.0,80.0,14.407499999999999,0.08366724738675958,February 2021,25.0375198,121.5636796,"臺北市, 臺灣"
261,95.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,Colombia Antioquia Natural Carbonic Maceration Caturra,"Antioquia Department, Colombia",9.0,9.0,9.0,9.0,9.0,60.0,80.0,9.299999999999999,0.04050522648083623,February 2021,25.0375198,121.5636796,"臺北市, 臺灣"
262,94.0,Evie's Cafe,"Chia-Yi, Taiwan",Light,Colombia La Gallera Estate,"Tolima Department, Colombia",9.0,9.0,9.0,9.0,8.0,64.0,84.0,18.599999999999998,0.08101045296167246,February 2021,25.0375198,121.5636796,"臺北市, 臺灣"
263,93.0,Badbeard’s Microroastery,"Portland, Oregon",Medium-Light,Colombia Pink Bourbon/Pink Lemonade Collaboration,"Huila, Colombia",9.0,9.0,9.0,8.0,8.0,56.0,74.0,16.107499999999998,0.03507730836236934,February 2021,29.4246002,-98.4951405,"San Antonio, Bexar County, Texas, United States"
264,93.0,Dory Coffee Roasters,"Taipei, Taiwan",Medium-Light,Colombia Finca El Paraiso,"Cauca, Colombia",9.0,9.0,9.0,8.0,8.0,58.0,79.0,18.0,0.0782608695652174,February 2021,24.7519538,121.7533344,"宜蘭市, 宜蘭縣, 臺灣"
265,93.0,JBC Coffee Roasters,"Madison, Wisconsin",Light,Aces La Juntas,"Chinas, San Agustín, Huila, Colombia",9.0,8.0,9.0,9.0,8.0,60.0,82.0,15.8525,0.06904398954703833,February 2021,29.4246002,-98.4951405,"San Antonio, Bexar County, Texas, United States"
266,93.0,modcup coffee,"Jersey City, New Jersey",Light,Colombia Finca Potosi,"Valle de Cauca, Colombia",9.0,9.0,9.0,8.0,8.0,64.0,83.0,17.0,0.04936120789779327,February 2021,45.6794293,-111.044047,"Bozeman, Gallatin County, Montana, United States"
268,94.0,Brioso Coffee,"Columbus, Ohio",Medium-Light,Colombia Java El Edén Limited Edition,"Tolima, Colombia",9.0,9.0,9.0,9.0,8.0,58.0,80.0,25.5,0.0740418118466899,February 2021,25.0375198,121.5636796,"臺北市, 臺灣"
269,94.0,Plat Coffee Roastery,"Hong Kong, China",Medium-Light,Colombia Diofanor Ruiz,"Quindío Department, Colombia",9.0,9.0,9.0,9.0,8.0,58.0,76.0,21.25,0.12340301974448317,February 2021,36.6782167,139.8096549,"栃木県, 日本"
270,93.0,Greater Goods Coffee Roasters,"Austin, Texas",Medium-Light,Bright Minds,"San José, Caldas, Colombia",9.0,9.0,9.0,8.0,8.0,60.0,77.0,15.299999999999999,0.04442508710801394,February 2021,36.6782167,139.8096549,"栃木県, 日本"
271,93.0,modcup coffee,"Jersey City, New Jersey",Medium-Light,Finca Potosi Anaerobic,"Valle de Cauca Department, Colombia",9.0,9.0,9.0,8.0,8.0,60.0,80.0,21.25,0.14166666666666666,February 2021,25.0375198,121.5636796,"臺北市, 臺灣"
272,94.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,Angamaza,"Conganama, Loja Province, Ecuador",9.0,9.0,9.0,9.0,8.0,60.0,78.0,17.0,0.04936120789779327,February 2021,25.0375198,121.5636796,"臺北市, 臺灣"
273,92.0,RamsHead Coffee Roasters,"Bozeman, Montana",Medium-Light,Colombia La Virgen Microlot,"Liboriana Valley, Antioquia Department, Colombia",9.0,8.0,9.0,8.0,8.0,53.0,70.0,13.5575,0.03936556329849013,February 2021,45.7874957,-108.49607,"Billings, Yellowstone County, Montana, United States"
274,93.0,JBC Coffee Roasters,"Madison, Wisconsin",Medium-Light,Rayo del Sol,"Panchia, Tabaconas, Cajamarca Region, Peru",9.0,8.0,9.0,9.0,8.0,58.0,78.0,15.299999999999999,0.04442508710801394,February 2021,22.8348084,120.37010401855441,"高雄市田寮區新興國民小學, 新興路, 新興里, 田寮區, 新興(牛稠埔), 高雄市, 823, 臺灣"
276,92.0,Spirit Animal Coffee,"Santa Rosa de Copan, Honduras",Medium-Light,Honduras Catuai/Bourbon,"Tres Cruces, Lempira Department, Honduras",9.0,8.0,9.0,8.0,8.0,56.0,72.0,33.15,0.09625435540069686,January 2021,21.9185255,-159.5206963457411,"Kalaheo, Kauaʻi County, Hawaii, 96741, United States"
277,95.0,One Fresh Cup,"Taipei, Taiwan",Medium-Light,Ethiopia Rhapsody Espresso,"Yirgacheffe growing region, southern Ethiopia",9.0,9.0,9.0,,9.0,52.0,70.0,17.97,0.07916299559471365,January 2021,41.8755616,-87.6244212,"Chicago, Cook County, Illinois, United States"
278,91.0,One Fresh Cup,"Taipei, Taiwan",Medium,Classic Espresso Blend,Not disclosed,8.0,8.0,8.0,,8.0,45.0,60.0,14.969999999999999,0.06594713656387664,January 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
279,95.0,Paradise Roasters,"Minneapolis, Minnesota",Light,Kona Geisha Champagne Natural,"Kealakekua, Kona, Big Island of Hawaii",9.0,9.0,9.0,9.0,9.0,64.0,84.0,63.7075,0.5549433797909408,January 2021,37.8708393,-122.272863,"Berkeley, Alameda County, California, United States"
280,95.0,PT's Coffee Roasting Co.,"Topeka, Kansas",Light,Dafis Abafita Natural Ethiopia,"Oromia Region, Jimma Zone, Ethiopia",9.0,9.0,9.0,9.0,9.0,64.0,84.0,18.275,0.05306329849012776,January 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
281,95.0,Kakalove Cafe,"Chia-Yi, Taiwan",Light,Berg Wu Championship Sidamo Washed G1 Lot 20-02,"Sidama (also Sidamo) growing region, southern Ethiopia",9.0,9.0,9.0,9.0,9.0,64.0,84.0,10.2,0.04442508710801393,January 2021,41.8755616,-87.6244212,"Chicago, Cook County, Illinois, United States"
282,94.0,Big Island Coffee Roasters,"Mountain View, Hawaii",Medium-Light,Ka’u Yellow Bourbon,"Ka’u growing region, Big Island of Hawai'i",9.0,9.0,9.0,9.0,8.0,60.0,78.0,28.05,0.09773519163763067,January 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
283,95.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,Ethiopia Natural Hambela Wate,"Guji Zone, Oromia Region, southern Ethiopia",9.0,9.0,9.0,9.0,9.0,58.0,76.0,9.299999999999999,0.04050522648083623,January 2021,44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
285,94.0,PT's Coffee Roasting Co.,"Topeka, Kansas",Medium-Light,Kinini Village Rwanda,"Northern Province, Rulindo District, Rwanda",9.0,9.0,9.0,9.0,8.0,58.0,76.0,17.0,0.04936120789779327,January 2021,38.4493315,-78.8688833,"Harrisonburg, Virginia, United States"
286,94.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,Ethiopia Natural Guji Uraga G1 Lot 20-05,"Guji Zone, Oromia Region, southern Ethiopia",9.0,9.0,9.0,9.0,8.0,58.0,78.0,11.25,0.048998257839721254,January 2021,38.4493315,-78.8688833,"Harrisonburg, Virginia, United States"
287,93.0,Oceana Coffee,"Tequesta, Florida",Medium-Light,Ethiopia Honey Yirgacheffe Koke,"Yirgacheffe growing region, south-central Ethiopia",9.0,9.0,9.0,8.0,8.0,60.0,77.0,18.7,0.054297328687572595,January 2021,38.4493315,-78.8688833,"Harrisonburg, Virginia, United States"
288,93.0,Big Island Coffee Roasters,"Mountain View, Hawaii",Medium-Light,Ka’u Lehua Black Honey,"Ka’u growing region, Big Island of Hawai'i",9.0,9.0,9.0,8.0,8.0,58.0,78.0,22.95,0.07996515679442509,January 2021,24.177254599999998,120.97919633253537,"博愛國小, 東關路一段, 博愛里, 和平區, 臺中市, 42444, 臺灣"
290,92.0,MT49 Cafe,"Taichung City, Taiwan",Medium-Light,Taiwan Taitung Luan Mountain Valley of Tears,"Taitung Luan Mountain, Taiwan",8.0,9.0,9.0,8.0,8.0,60.0,78.0,24.0,0.10452961672473868,January 2021,32.7174202,-117.1627728,"San Diego, San Diego County, California, United States"
291,91.0,Paradise Roasters,"Minneapolis, Minnesota",Medium,Thailand Robusta Panid Choosit Espresso,"Tha Sae, Chumphon, Thailand",8.0,8.0,9.0,,7.0,48.0,62.0,14.407499999999999,0.04183362369337979,January 2021,24.9929995,121.3010003,"桃園市, 臺灣"
292,94.0,Kakalove Cafe,"Chia-Yi, Taiwan",Light,Kenya Nyeri Muchoki Estate AA,"Nyeri growing region, south-central Kenya",9.0,9.0,9.0,9.0,8.0,62.0,80.0,10.5,0.04573170731707317,January 2021,24.9929995,121.3010003,"桃園市, 臺灣"
293,90.0,Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,Thailand Robusta Panid Choosit,"Tha Sae, Chumphon, Thailand",8.0,8.0,9.0,8.0,7.0,56.0,70.0,14.407499999999999,0.04183362369337979,January 2021,40.5863563,-122.391675,"Redding, Shasta County, California, United States"
294,93.0,Red Bean Coffee,"Taoyuan City, Taiwan",Medium-Light,Bright House Signature Coffee,Columbia; Guatemala; Brazil,9.0,9.0,9.0,8.0,8.0,60.0,78.0,13.5,0.029347826086956522,January 2021,40.7215682,-74.047455,"Jersey City, Hudson County, New Jersey, United States"
295,93.0,Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,Ethiopia Uraga Dambi Uddo Wet-Fermented,"Guji Zone, Oromia Region, southern Ethiopia",9.0,8.0,9.0,9.0,8.0,60.0,76.0,9.0,0.03919860627177701,January 2021,43.0020107,-75.9768632,"Town of Manlius, Onondaga County, New York, United States"
296,92.0,Red Bean Coffee,"Taoyuan City, Taiwan",Light,Guoxing Taiwan Coffee,"Sun Moon Lake, Taiwan",9.0,8.0,9.0,8.0,8.0,62.0,80.0,45.0,0.1956521739130435,January 2021,38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
297,93.0,Wonderstate Coffee,"Viroqua, Wisconsin",Medium-Light,Peru El Corazon Gesha,"Chirinos, Cajamarca Region, Peru",9.0,9.0,9.0,8.0,8.0,59.0,77.0,17.0,0.09872241579558654,January 2021,43.0020107,-75.9768632,"Town of Manlius, Onondaga County, New York, United States"
298,95.0,NINETYs Roastery,"Hong Kong, China",Medium-Light,Fruity Espresso Blend,Panama; Ethiopia; Kenya,9.0,9.0,9.0,,9.0,56.0,74.0,12.98,0.0649,January 2021,39.327962,-120.1832533,"Truckee, Nevada County, California, United States"
299,94.0,Quartet Kaffe,"Taipei, Taiwan",Medium-Light,Ethiopia Yirgacheffe Cleopatra Natural,"Yirgacheffe growing region, southern Ethiopia",9.0,9.0,9.0,9.0,8.0,56.0,76.0,18.0,0.09,January 2021,39.1457247,-121.5913516,"Marysville, Yuba County, California, United States"
300,93.0,Quartet Kaffe,"Taipei, Taiwan",Medium-Light,Ethiopia Hambela Benti G1 Washed,"Guji Zone, Oromia region, southern Ethiopia",9.0,8.0,9.0,9.0,8.0,57.0,74.0,15.6,0.078,January 2021,22.8348084,120.37010401855441,"高雄市田寮區新興國民小學, 新興路, 新興里, 田寮區, 新興(牛稠埔), 高雄市, 823, 臺灣"
301,93.0,Quartet Kaffe,"Taipei, Taiwan",Medium-Light,Taiwan Alluring Scent Estate Natural,"Alishan, Taiwan",9.0,8.0,9.0,9.0,8.0,60.0,78.0,27.0,0.27,January 2021,39.1457247,-121.5913516,"Marysville, Yuba County, California, United States"
302,88.0,Kafe 1804,"San Antonio, Texas",Medium,Revolution Medium Roast,"Central Plateau, Blue Pine Forest, Haiti",8.0,8.0,8.0,7.0,7.0,46.0,60.0,17.0,0.04936120789779327,January 2021,22.8348084,120.37010401855441,"高雄市田寮區新興國民小學, 新興路, 新興里, 田寮區, 新興(牛稠埔), 高雄市, 823, 臺灣"
303,93.0,GK Coffee,"Yilan, Taiwan",Light,Guatemala Sierra Roja Geisha,"San Cristobal Acasaguastlán, El Progreso Department, Guatemala",9.0,8.0,9.0,9.0,8.0,62.0,80.0,0.03,0.00015,January 2021,25.0375198,121.5636796,"臺北市, 臺灣"
304,86.0,Kafe 1804,"San Antonio, Texas",Medium-Dark,Independence Dark Roast,"Central Plateau, Blue Pine Forest, Haiti",7.0,7.0,8.0,7.0,7.0,40.0,56.0,17.849999999999998,0.051829268292682924,January 2021,44.0505054,-123.0950506,"Eugene, Lane County, Oregon, United States"
305,94.0,RamsHead Coffee Roasters,"Bozeman, Montana",Medium-Light,Ethiopia Yirgacheffe Dumerso G1 Natural,"Yirgacheffe growing region, southern Ethiopia",9.0,9.0,9.0,9.0,8.0,57.0,73.0,16.107499999999998,0.04676974448315911,January 2021,25.1317232,121.744652,"基隆市, 臺灣"
306,93.0,RamsHead Coffee Roasters,"Bozeman, Montana",Medium-Light,Guatemala Acetenango Gesha Lot 2,"Acatenango, Guatemala",9.0,8.0,9.0,9.0,8.0,58.0,76.0,25.4575,0.07391840882694542,January 2021,25.0375198,121.5636796,"臺北市, 臺灣"
